さいたま市	埼玉県	35.9112288	139.562861
つくば市	茨城県	36.1229798	139.9446325
一宮市	愛知県	35.3066886	136.7188773
三宮	兵庫県神戸市中央区	34.6927568	135.1788401
上京区	京都府京都市	35.0247841	135.7322795
上目黒	東京都目黒区	35.6440158	139.6925341
上野	東京都台東区	35.7097412	139.7711034
下京区	京都府京都市	34.9954342	135.7305704
下北沢	東京都世田谷区	35.6657478	139.6595357
下関市	山口県	34.1526262	130.6023844
世田谷区	東京都	35.6355522	139.6139824
両国	東京都墨田区	35.6944866	139.7913264
中京区	京都府京都市	35.0102086	135.7453532
中区	愛知県名古屋市	35.163469	136.8871292
中央区	大阪府大阪市	34.6778957	135.4870184
中央区	東京都	35.67638	139.7498228
中目黒	東京都目黒区	35.640448	139.6910037
中野区	東京都	35.7083112	139.6483234
丸の内	東京都千代田区	35.6807733	139.7598123
久留米市	福岡県	33.3040329	130.5010001
五反田	東京都品川区	35.6259458	139.7101034
京都市	京都府	35.0133902	135.7125848
京都都市圏	京都府	34.9786907	135.6900851
仙台市	宮城県	38.2581718	140.8646619
代々木	東京都渋谷区	35.6796759	139.6860108
代官山町	東京都渋谷区	35.6500543	139.7013594
伏見	愛知県名古屋市中区	35.171181	136.8964991
伏見区	京都府京都市	34.9369249	135.708909
住吉区	大阪府大阪市	34.6100987	135.4836277
佐賀市	佐賀県	33.3280306	130.1486269
倉敷市	岡山県	34.5287699	133.6455757
八王子市	東京都	35.6475796	139.2427355
六本木	東京都港区	35.6618106	139.7292766
函館市	北海道	41.7799641	140.7072414
前橋市	群馬県	36.4132527	139.042383
北九州市	福岡県	33.8923354	130.7656556
北区	京都府京都市	35.0410944	135.7241729
北区	大阪府大阪市	34.7027785	135.4923569
北区	東京都	35.7577731	139.6976507
千代田区	東京都	35.6875766	139.7318593
千種区	愛知県名古屋市	35.1691824	136.9388817
千葉市	千葉県	35.6288462	140.058388
千駄ケ谷	東京都渋谷区	35.6815587	139.696169
南区	京都府京都市	34.9660948	135.7206118
博多区	福岡県福岡市	33.5718696	130.3902634
原宿	東京都渋谷区	35.6686885	139.6977818
右京区	京都府京都市	35.0275304	135.6623949
吉祥寺	東京都武蔵野市	35.7038023	139.5754438
名古屋市	愛知県	35.1489126	136.8616171
名駅	愛知県名古屋市中村区	35.1715055	136.8809055
吹田市	大阪府	34.7788614	135.4752974
和歌山市	和歌山県	34.2322448	135.0617263
品川区	東京都	35.6204935	139.7087992
四日市市	三重県	34.9646723	136.484953
堺市	大阪府	34.5540728	135.4650082
墨田区	東京都	35.7123321	139.7653967
多摩市	東京都	35.6373608	139.4178508
大分市	大分県	33.2284955	131.5673239
大宮区	埼玉県さいたま市	35.9003837	139.5998951
大森	東京都大田区	35.57749	139.7091429
大津市	滋賀県	35.0725201	135.5765176
大阪市	大阪府	34.6878884	135.4821336
大須	愛知県名古屋市中区	35.1597876	136.8987444
天王寺区	大阪府大阪市	34.6621518	135.5018156
天白区	愛知県名古屋市	35.1291694	136.9641611
奈良市	奈良県	34.6832287	135.7436128
姫路市	兵庫県	34.8311508	134.6672455
宇都宮市	栃木県	36.5834372	139.8142525
宮崎市	宮崎県	31.8757922	131.3467694
富山市	富山県	36.7131087	137.1733149
小樽市	北海道	43.2092352	140.8598507
尼崎市	兵庫県	34.7413912	135.3628422
尾道市	広島県	34.3654965	133.0656361
山形市	山形県	38.2259786	140.2757059
山科区	京都府京都市	34.975688	135.7963838
岐阜市	岐阜県	35.4472343	136.6704201
岡山市	岡山県	34.7516424	133.8000918
岡崎市	愛知県	34.9712333	137.1684194
川口市	埼玉県	35.8343969	139.6396946
川崎区	神奈川県川崎市	35.5195745	139.6972757
川崎市	神奈川県	35.5756552	139.5333441
川越市	埼玉県	35.9091384	139.4250929
左京区	京都府京都市	35.0663754	135.7153303
帯広市	北海道	42.8357171	142.9889637
平塚市	神奈川県	35.3434456	139.2889471
広島市	広島県	34.3874914	132.4148972
徳島市	徳島県	34.087189	134.4967746
恵比寿	東京都渋谷区	35.6452473	139.7114707
所沢市	埼玉県	35.80358	139.4313201
文京区	東京都	35.7181593	139.7304613
新宿	東京都新宿区	35.6913151	139.7017297
新宿区	東京都	35.7033902	139.6949237
新潟市	新潟県	37.853354	138.7820502
日本橋	東京都中央区	35.6815766	139.7717606
日比谷	東京都千代田区	35.672163	139.7531007
明石市	兵庫県	34.6715406	134.9109234
昭和区	愛知県名古屋市	35.1463151	136.9162591
札幌市	北海道	43.0626213	141.3150456
杉並区	東京都	35.6931636	139.5823893
東京	東京都	35.6920445	139.5724061
東京都	東京都	35.6778272	139.4370955
東区	愛知県名古屋市	35.1824845	136.904715
東大阪市	大阪府	34.6692281	135.5636756
東山区	京都府京都市	34.9980745	135.755299
東灘区	兵庫県神戸市	34.7195099	135.2515396
松山市	愛媛県	33.8372565	132.7156279
松戸市	千葉県	35.8057462	139.8974102
松本市	長野県	36.233298	137.9615788
松江市	島根県	35.4743993	132.8873346
板橋区	東京都	35.7677874	139.634108
柏市	千葉県	35.8582726	139.905559
栄	愛知県名古屋市中区	35.1654889	136.8938691
横浜市	神奈川県	35.4478582	139.5620644
歌舞伎町	東京都新宿区	35.6957755	139.7002007
此花区	大阪府大阪市	34.6769507	135.3877138
武蔵野市	東京都	35.7040741	139.5648672
水戸市	茨城県	36.3684506	140.4304164
汐留	東京都港区	35.6629619	139.754021
江戸川区	東京都	35.7009656	139.8309565
江東区	東京都	35.6727623	139.7679003
池袋	東京都豊島区	35.7339217	139.7016628
沼津市	静岡県	35.0711092	138.795088
津市	三重県	34.6653516	136.2129456
浅草	東京都台東区	35.7166292	139.7850112
浜松市	静岡県	34.7543633	137.5794801
浦和区	埼玉県さいたま市	35.8709695	139.6299804
浪速区	大阪府大阪市	34.6590112	135.4863435
淀川区	大阪府大阪市	34.7300012	135.4668615
清水区	静岡県静岡市	35.0524707	138.4302912
渋谷区	東京都	35.6624587	139.6791983
港区	東京都	35.6560127	139.6932261
灘区	兵庫県神戸市	34.7299462	135.1883094
熊本市	熊本県	32.8081185	130.698218
熱海市	静岡県	35.0928028	139.0083515
生野区	大阪府大阪市	34.655326	135.5263463
甲府市	山梨県	35.6043824	138.4905868
町田市	東京都	35.5476288	139.3993157
盛岡市	岩手県	39.6980233	141.0491654
目黒区	東京都	35.6352375	139.6533373
相模原市	神奈川県	35.5540127	139.1288105
祇園	京都府京都市東山区	35.0039118	135.7738732
神戸市	兵庫県	34.7030903	135.173209
神田	東京都千代田区	35.6968136	139.7559595
福井市	福井県	36.0643171	136.0471505
福山市	広島県	34.4458283	133.273914
福岡市	福岡県	33.5840992	130.3571173
福島区	大阪府大阪市	34.6933837	135.4746919
秋田市	秋田県	39.6953337	140.0636328
秋葉原電気街	東京都千代田区	35.7002994	139.7673306
稲毛区	千葉県千葉市	35.6430024	140.0834952
